ResponseId,open.question,rep.supp,dem.supp,elite,bipart,jcs,state,regime,trade,shared.threat,cost,conditions,defense.coop,mil.coop,region,cap,issue.link,none,age,gender,hhi,ethnicity,hispanic,education,political_party,us.region,zip,Q11,Q18,Q1,Q6,Q3,Q4,Q4_DO,Q4,Q5,Q7
R_3MsS9z8MzmrDoa4,"The amount of money it takes to maintain an alliance while also comparing the military size, and support given in times of crisis",,,,,,,,,,1,,,1,,1,,,21,2,5,1,1,2,2,3,29904,Transportation & Warehousing,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Very many.,Neither agree nor disagree
R_3rSpvQtIA7tHUIE,Trade ties and conflict support,,,,,,,,1,,,,,1,,,,,46,2,7,1,1,6,2,2,54751,"Manufacturing - machinery, electronics etc.",No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Neither agree nor disagree
R_1Cj9FknN4v4e0DY,the stance of the US Senators,,,1,,,,,,,,,,,,,,,61,1,19,1,1,8,3,4,93274,Educational Services,No,Somewhat disagree,Somewhat agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_25RQ8SbH06Uasj3,"location, cost, if it was a democracy",,,,,,,1,,,1,,,,1,,,,46,2,19,1,1,7,3,1,18940,Educational Services,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Somewhat disagree
R_2YyOvNuT2ZqcLxf,How will affect the USA and is it good for the USA,,,,,,,,,,,,,,,,,1,74,2,4,1,1,4,5,2,43232,"Administration, support, and waste management",No,Strongly agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,None.,Neither agree nor disagree
R_2xKwo8itAFxr9e6,None,,,,,,,,,,,,,,,,,1,40,1,4,1,1,6,7,3,13000,"Manufacturing - machinery, electronics etc.",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Neither agree nor disagree
R_ywlQdn6XiFgTRuN,That we all agree and work together,,,,,,,,,,,,,,,,,1,56,2,6,1,1,3,10,4,85143,Health care and social assistance,No,Strongly agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,A few.,Neither agree nor disagree
R_1LbWNDZo2j8V4po,Not sure,,,,,,,,,,,,,,,,,1,42,2,19,2,1,7,1,2,48519,"Professional, scientific, and technical services",No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Very many.,Neither agree nor disagree
R_1repPRgVjVq9oak,World alience,,,,,,,,,,,,,,,,,1,56,2,1,1,1,2,3,1,6239,Accommodation and food services,No,Strongly agree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat agree
R_3fBkP5VBbAJ14lC,the government,,,1,,,,,,,,,,,,,,,57,2,12,1,1,5,1,3,25688,Educational Services,No,Strongly agree,Strongly agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
R_OHm5F779HlapUBz,Chief of Staff,,,,,1,,,,,,,,,,,,,76,1,2,1,1,2,1,1,16508,Transportation & Warehousing,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Neither agree nor disagree
R_1go79jTs9ottUMj,Where they were,,,,,,,,,,,,,,1,,,,70,2,19,1,1,2,10,2,45729,Wholesale trade,No,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Strongly agree
R_2V7k85jAUKYVf3G,Democracy & recent threats to American safety,,,,,,,1,,1,,,,,,,,,19,1,1,1,1,2,1,3,76114,"Arts, entertainment & recreation",No,Strongly disagree,Somewhat agree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,A few.,Somewhat agree
R_3GCaqOHZYsDNf3n,"If it will be beneficial, if our connections will become better, and the cost and efficiency. ",,,,,,,,1,1,1,,,,,,,,36,1,7,7,1,5,2,4,91776,Accommodation and food services,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Somewhat agree
R_1pRadNVPEpkyNZl,Can't remember,,,,,,,,,,,,,,,,,1,45,2,1,2,1,4,1,3,71801,,No,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Strongly disagree
R_39lDE3SaRTGvc53,political party,,,1,,,,,,,,,,,,,,,71,1,19,1,1,6,5,3,77573,,No,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Neither agree nor disagree
R_RQDWk0DUOnvSYDL,"Having had a a career in the military as a staff officer, I can safely say that the military is profoundly important, yet terribly overused. Military alliances have traditionally led to horrific conflagrations; the nature of alliances must not be based on blind military support, but on mutually beneficial factors that run the socio-political spectrum (e.g., military is merely a component of an alliance...there are also economic and social factors that are at least as important as military support).",,,,,,,1,1,1,1,1,,,1,,,,51,1,19,1,1,6,7,4,97321,"Professional, scientific, and technical services",Yes,Somewhat disagree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,A few.,Somewhat disagree
R_1M6EqKplnu6TQQz,The region. ,,,,,,,,,,,,,,1,,,,26,1,2,15,16,4,9,1,10029,Retail Trade,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,None.,Somewhat disagree
R_yPEDuGp53SXhcaJ,"help us in war time, support us in un, most part everyone was for it",,,1,,,,,,,,,,1,,,1,,82,1,11,1,14,4,9,2,65401,Retail Trade,Yes,Somewhat agree,Somewhat agree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Somewhat disagree
R_OqlSLZ2REJpQMbT,How my heart felt when I saw my wife making love to another dinosaur,,,,,,,,,,,,,,,,,1,29,1,2,1,1,6,1,2,43123,Utilities,Yes,Strongly agree,Strongly disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,None.,Somewhat agree
R_3q8XP9uxK7rCgK1,"Continuing to work with our allies in other countries, not everything has to be about the military but in fortunately seems to be the way of our world",,,,,,,,,,,,,,,,,1,65,2,4,1,1,2,1,4,97470,Real Estate,No,Strongly disagree,Strongly agree,Somewhat disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Not at all superior.,Very many.,Strongly disagree
R_1LoD2F2CyNQeeio,Are they pro democracy? Are they positively involved with the US,,,,,,,1,,,,,,1,,,,,69,1,9,1,1,7,5,2,43081,Real Estate,,Strongly agree,Somewhat disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat agree
R_qwm6YPB7MLhwxhv,The alliance factors,,,,,,,,,,,,,,,,,1,20,1,15,2,1,2,1,3,31905,Accommodation and food services,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_wMHfECiVUyOom65,democracy,,,,,,,1,,,,,,,,,,,65,2,17,1,1,8,2,4,91387,Educational Services,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Somewhat agree
R_1fcRGDs1Hr7jR2e,To what would be better benefit for both sides ,,,,,,,,,,,,,,,,,1,36,2,4,15,2,1,2,4,84647,Construction,No,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Strongly disagree
R_1HcREDMvDMwnFZb,the country with which the alliance is made,,,,,,,1,1,,,,,,1,1,,,61,2,1,1,1,7,4,3,21202,Educational Services,No,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,None.,Somewhat disagree
R_31ZOuBEYIogVJ0G,It was number three,,,,,,,,,,,,,,,,,1,44,1,20,1,1,7,1,3,32746,Information and Telecommunications,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_21gkXUNkXcl2IJ8,Common threat vs budget,,,,,,,,,1,1,,,,,,,,24,2,5,1,1,4,3,2,49426,,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Very many.,Somewhat disagree
R_3nja0ftEN9NC4o4,Safety,,,,,,,,,,,,,,,,,,18,1,9,2,1,4,2,1,7107,"Administration, support, and waste management",No,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Somewhat agree
R_3PZYHgqrQrkUEr2,Republican response and the amount of money involved,1,,,,,,,,,1,,,,,,,,66,2,11,1,1,2,10,4,83110,Accommodation and food services,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Somewhat disagree
R_2b3oZTnvXee6jqB,Budget spending,,,,,,,,,,1,,,,,,,,22,1,8,15,9,5,2,3,36526,Wholesale trade,Yes,Strongly agree,Somewhat agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Somewhat agree
R_1F4h6bQa8NlKB2c,Defense,,,,,,,,,,,,,,,,,1,32,1,24,2,1,2,1,1,10009,Educational Services,No,Strongly agree,Strongly disagree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Strongly agree
R_337FLJmreOXn22s,Can establish bases,,,,,,,,,,,,1,,,,,,55,1,14,1,1,5,9,2,46835,Health care and social assistance,No,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Strongly disagree
R_emrDk3MG9Sy1UJj,Security and spending ,,,,,,,,,1,1,,,,,,,,25,2,15,2,1,6,3,3,31806,"Arts, entertainment & recreation",No,Strongly disagree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Neither agree nor disagree
R_DID9f5jH2tsb8qZ,Staff support,,,,,1,,,,,,,,,,,,,36,1,3,2,1,4,1,3,20721,Transportation & Warehousing,No,Somewhat agree,Somewhat agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,None.,Somewhat agree
R_1plCOkL3etnnbTt,Bipartisan agreement ,,,,1,,,,,,,,,,,,,,37,1,11,1,1,6,1,4,99207,Health care and social assistance,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Somewhat disagree
R_eLQWdhwBSWYcmFb,Assisted in previous conflict ,,,,,,,,,,,,,1,,,,,47,1,4,1,1,2,8,3,41091,Construction,No,Somewhat disagree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,None.,Somewhat disagree
R_3qm7wLTrN9bVcFl,defensive assesment/location,,,,,1,,,,,,,,,1,,,,49,1,13,1,1,5,4,2,48166,"Manufacturing - food, textile, apparel",No,Somewhat agree,Somewhat disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat agree
R_2BsAbozZWgZixxi,I don’t know,,,,,,,,,,,,,,,,,1,34,1,4,1,7,5,5,4,85658,"Arts, entertainment & recreation",Yes,Strongly agree,Somewhat agree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Strongly agree
R_2VR1CB93LH4cQnS,There are  so many  factors to consider ,,,,,,,,,,,,,,,,,1,40,2,9,1,1,4,1,3,27613,,No,Strongly disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Strongly agree
R_1FwZbg9zGjuUVKR,Area,,,,,,,,,,,,,,1,,,,51,1,6,1,1,2,9,3,23666,Utilities,Yes,Somewhat agree,Strongly disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Strongly disagree
R_2qxQoMOcm0GwdCq,None,,,,,,,,,,,,,,,,,1,57,2,20,1,1,6,10,3,35757,,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_1FLIl6UCZkAmDZy,Funding,,,,,,,,,,1,,,,,,,,42,2,1,2,1,6,1,3,20723,Real Estate,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Neither agree nor disagree
R_331Q2E1ISLTjOyT,the soldiers life,,,,,,,,,,,,,,,,,1,37,1,19,1,1,6,2,4,94618,"Professional, scientific, and technical services",No,Somewhat agree,Somewhat agree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,None.,Somewhat agree
R_3kuhEqbEXt7BuQG,To save and protect our country from others.,,,,,,,,,,,,,,,,,1,36,1,20,1,1,6,1,3,78224,Real Estate,No,Somewhat agree,Neither agree nor disagree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Strongly agree
R_31AFiFozLX2ZYfh,Support from senators and Secretary of State.  Although I am not a supporter of big government we should rely on people dealing with foreign countries who are much more informed than we are.,,,1,,,,,,,,,,,,,,,83,1,7,1,1,6,9,2,68124,Transportation & Warehousing,Yes,Strongly agree,Strongly disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,None.,Neither agree nor disagree
R_1jNv4iJ6aAVYRil,Everything is,,,,,,,,,,,,,,,,,1,54,1,3,2,1,2,1,3,27834,Retail Trade,No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Strongly agree
R_3hGsHyVyYhbgzBg,Nothing ,,,,,,,,,,,,,,,,,1,33,1,-3105,2,1,5,3,3,27849,"Arts, entertainment & recreation",No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_1kGPdNQBgDxuAEC,Very import,,,,,,,,,,,,,,,,,1,51,2,1,1,3,4,2,3,33147,Utilities,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
R_aaSw4X724HR7VEB,Most important factor is the support of other countries towards USA,,,,,,,,,,,,,1,,,,,29,1,19,1,1,7,9,1,11710,Information and Telecommunications,No,Somewhat agree,Somewhat disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat disagree
R_24jUQ9uqbFTAWfV,The democratic senators feelings as well as how many troops and cost,,1,,,,,,,,1,,,,,1,,,50,1,5,2,1,5,1,3,21215,Health care and social assistance,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_2B8J1oXt9GzzjPP,United States military ,,,,,,,,,,,,,,,,,1,64,2,4,1,1,5,1,3,37172,Educational Services,No,Somewhat agree,Somewhat agree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Strongly agree
R_2c01GXSexlvtxNc,How the other countries worked with and supported the U.S. in the past,,,,,,,,,,,,,1,,,,,53,2,19,1,1,4,10,4,85382,Retail Trade,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Neither agree nor disagree
R_3saJpcRyjmM27op,Given compromised support ,,,,,,,,,,,,,,,,,1,55,1,7,1,1,6,10,2,55425,"Professional, scientific, and technical services",No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,A few.,Somewhat disagree
R_2QswJT0bUwnQkMo,The country,,,,,,,,,,,,,,,,,1,41,1,23,1,1,6,1,4,85054,"Manufacturing - machinery, electronics etc.",No,Somewhat disagree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,None.,Somewhat agree
R_1FtZddr2vENu0Oy,"Common enemy, Defense and State Dept reactions, supported US",,,,,1,1,,,1,,,,1,,,,,70,1,20,1,1,7,1,4,59802,"Arts, entertainment & recreation",No,Somewhat agree,Strongly agree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,A few.,Strongly disagree
R_tKd5j023zqb9hjH,Support back for the U.S. and also if they were democracies.,,,,,,,1,,,,,,1,,,,,73,2,12,1,1,6,3,1,14572,,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat agree
R_3gOxaGyvrI3xv2B,not worth th money or lives,,,,,,,,,,1,,,,,,,,72,1,2,1,1,4,4,1,16415,Transportation & Warehousing,Yes,Strongly agree,Somewhat agree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Strongly agree
R_XTzheCJc4DZjv2x,nothing,,,,,,,,,,,,,,,,,1,40,1,19,1,1,6,1,2,43015,Information and Telecommunications,Yes,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Strongly agree
R_2RXm1S2nmp0n1ka,If the region has good relations with the US,,,,,,,,,,,,,,1,,,,36,2,4,2,14,2,4,3,20706,Educational Services,No,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_2TpyExWJOoOvVfC,That there are countries that need to support each other,,,,,,,,,,,,,,,,,1,74,2,6,1,1,6,9,3,30741,Health care and social assistance,No,Somewhat disagree,Strongly agree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat disagree
